Date,Close,VWAP,regime,vwap_signal,hmm_signal,equity
2007-04-12,34345.07896793385,33674.48712281443,HV_BULL,1.0,1.0,1.0194959466816735
2007-04-13,34362.23057103821,33743.57773877992,HV_BULL,1.0,1.0,1.020005073181581
2007-04-16,34661.64599446748,33854.84449915342,HV_BULL,1.0,1.0,1.02889289116695
2007-04-17,34613.64208581697,33965.53856566673,HV_BULL,1.0,1.0,1.0274679478631432
2007-04-18,34805.396304020585,34034.466033731514,HV_BULL,1.0,1.0,1.0331599612197064
2007-04-19,34502.58247555822,34065.27696321186,LV_BULL,1.0,1.0,1.024171265313525
2007-04-20,34682.61004084979,34103.27614303031,LV_BULL,1.0,1.0,1.0295151858582146
2007-04-23,34790.07442582907,34148.67932166125,LV_BULL,1.0,1.0,1.0327051480941816
2007-04-24,34804.25671433367,34192.75933693024,LV_BULL,1.0,1.0,1.033126133751504
2007-04-25,35223.86266382661,34254.55812156698,LV_BULL,1.0,1.0,1.0455816754933345
2007-04-26,35442.631316178165,34364.70834451758,LV_BULL,1.0,1.0,1.0520755826566186
2007-04-27,35494.0009066035,34451.20401794717,LV_BULL,1.0,1.0,1.0536004325272572
2007-04-30,35009.9755881248,34547.60827262914,LV_BULL,1.0,1.0,1.0392326725712804
2007-05-01,34947.97326290726,34612.612043252164,LV_BULL,1.0,1.0,1.0373922016466646
2007-05-02,35247.08110381818,34672.846022447906,LV_BULL,1.0,1.0,1.0462708893828057
2007-05-03,35136.39603379651,34739.29149211345,LV_BULL,1.0,1.0,1.042985324648754
2007-05-04,35390.23862282625,34810.95314370447,LV_BULL,1.0,1.0,1.0505203630993167
2007-05-07,35385.75538247046,34865.47551818994,LV_BULL,1.0,1.0,1.0503872830334653
2007-05-08,34963.82125244556,34895.82191613981,LV_BULL,1.0,1.0,1.037862631809671
2007-05-09,35133.29577397327,34932.34280079896,LV_BULL,1.0,1.0,1.0428932968410318
2007-05-10,34281.86162104716,34948.60390041414,LV_BULL,-1.0,-1.0,1.0176194091733124
2007-05-11,35120.3230941728,34968.094663095326,HV_BULL,1.0,1.0,0.9924253154343398
2007-05-14,35220.15520016741,34995.871171399885,HV_BULL,1.0,1.0,0.9949486299188643
2007-05-15,35497.25120071424,35040.20727526317,HV_BULL,1.0,1.0,1.0027764286475525
2007-05-16,35628.01380958729,35072.02383760251,HV_BULL,1.0,1.0,1.006470395292601
2007-05-17,35678.52240236051,35124.26687754394,HV_BULL,1.0,1.0,1.0078972332748086
2007-05-18,36428.52319525974,35196.08113141988,HV_BULL,1.0,1.0,1.0290843137147494
2007-05-21,36196.68829888667,35277.313340151784,HV_BULL,1.0,1.0,1.0225351145075674
2007-05-22,36145.359512561845,35338.40310866813,HV_BULL,1.0,1.0,1.0210851065408495
2007-05-23,36267.75056779635,35392.072666015614,HV_BULL,1.0,1.0,1.0245425817287872
2007-05-24,35927.60784605454,35430.525610072094,HV_BULL,1.0,1.0,1.0149337502784284
2007-05-25,35853.5553104843,35447.794060821085,HV_BULL,1.0,1.0,1.012841809786148
2007-05-29,36140.97885428293,35488.12520032084,HV_BULL,1.0,1.0,1.0209613555258985
2007-05-30,36439.08729161134,35584.90985007488,HV_BULL,1.0,1.0,1.0293827432114857
2007-05-31,36618.81729193571,35683.59419833636,HV_BULL,1.0,1.0,1.0344600098095955
2007-06-01,36817.74936014469,35766.03671680435,HV_BULL,1.0,1.0,1.0400797235100767
2007-06-04,36864.67332382554,35837.81086353578,HV_BULL,1.0,1.0,1.0414052978327704
2007-06-05,36968.357227388224,35909.84903989589,HV_BULL,1.0,1.0,1.0443343070097042
2007-06-06,36617.36721346946,35987.83966606322,HV_BULL,1.0,1.0,1.0344190459474243
2007-06-07,35728.24820890314,36038.8316368957,HV_BULL,-1.0,0.0,1.0093019580072815
2007-06-08,36583.17246389498,36124.828213138055,HV_BULL,1.0,1.0,1.0091505627135804
2007-06-11,36436.15891684243,36191.418756073625,HV_BULL,1.0,1.0,1.0049438063627432
2007-06-12,36042.89647599701,36230.06221671868,HV_BULL,-1.0,0.0,0.994097255410304
2007-06-13,36798.29140667346,36289.72164716108,HV_BULL,1.0,1.0,0.9939481408219925
2007-06-14,37184.479204674055,36354.64564091381,HV_BULL,1.0,1.0,1.0042302569303192
2007-06-15,37090.90553052944,36427.26447802197,HV_BULL,1.0,1.0,1.0017031403258099
2007-06-18,36856.39394034613,36455.618227566076,HV_BULL,1.0,1.0,0.9953697550129045
2007-06-19,37242.098033424656,36501.14525340458,HV_BULL,1.0,1.0,1.0057863516353638
2007-06-20,36644.43909406455,36534.536319868916,HV_BULL,1.0,1.0,0.9896455530261727
2007-06-21,36895.651566742265,36563.53550158771,HV_BULL,1.0,1.0,0.9964299741442593
2007-06-22,36007.35170285981,36575.87806094315,LV_BEAR,-1.0,-1.0,0.9724399218531485
2007-06-25,36295.78672042246,36584.9982226542,LV_BEAR,-1.0,-1.0,0.9643585104729817
2007-06-26,35977.44757118499,36569.0392850179,LV_BEAR,-1.0,-1.0,0.9728166014946359
2007-06-27,35856.23769835892,36561.974047793854,LV_BEAR,-1.0,-1.0,0.9760940707013368
2007-06-28,36051.52647530421,36529.97921941315,LV_BEAR,-1.0,-1.0,0.9707778348247676
2007-06-29,36053.329378939074,36497.658433443605,LV_BEAR,-1.0,-1.0,0.9707292871193536
2007-07-02,36595.76202398437,36479.6703433176,LV_BEAR,1.0,0.0,0.9561243875468143
2007-07-03,36558.16640994276,36460.91882894806,LV_BEAR,1.0,0.0,0.9559809688886822
2007-07-05,36949.45217306096,36460.32207450084,LV_BEAR,1.0,0.0,0.9559809688886822
2007-07-06,37025.21967206363,36504.70677565111,HV_BULL,1.0,1.0,0.9559809688886822
2007-07-09,37091.296958264735,36537.03070702999,HV_BULL,1.0,1.0,0.9575436690641361
2007-07-10,36499.561680208455,36547.90767856251,HV_BULL,-1.0,0.0,0.9422675149328246
2007-07-11,37184.39479471478,36600.88043318082,HV_BULL,1.0,1.0,0.9421261748055847
2007-07-12,37957.37284604316,36666.35732213655,HV_BULL,1.0,1.0,0.9615694923573034
2007-07-13,37956.92573524008,36697.960899255944,HV_BULL,1.0,1.0,0.9615581657539137
2007-07-16,37630.115637297415,36721.23193833624,HV_BULL,1.0,1.0,0.9532791254407028
2007-07-17,37637.86998691547,36762.01011300444,HV_BULL,1.0,1.0,0.9534755654329025
2007-07-18,37617.43214245469,36785.472965750254,HV_BULL,1.0,1.0,0.9529578160142916
2007-07-19,37789.913949851725,36841.656265497084,HV_BULL,1.0,1.0,0.9573272765839772
2007-07-20,37507.026869442736,36896.7117439967,HV_BULL,1.0,1.0,0.9501609327116913
2007-07-23,37772.03155540105,36990.1615145788,HV_BULL,1.0,1.0,0.9568742640684954
2007-07-24,36774.98826629063,37041.27626591371,HV_BULL,-1.0,0.0,0.9316162881475379
2007-07-25,36823.996975083886,37093.021429745764,HV_BULL,-1.0,0.0,0.9314765457043158
2007-07-26,35576.42753391742,37044.844083246564,LV_BEAR,-1.0,-1.0,0.9314765457043158
2007-07-27,35321.77400518976,36971.75467281814,LV_BEAR,-1.0,-1.0,0.9380042668448121
2007-07-30,35873.17051726633,36913.39879753592,LV_BEAR,-1.0,-1.0,0.9233613929909912
2007-07-31,35253.73431288296,36830.08445181518,LV_BEAR,-1.0,-1.0,0.9393054388698797
2007-08-01,35589.78303940728,36730.84216624045,LV_BEAR,-1.0,-1.0,0.9303517094933512
2007-08-02,35932.40166987721,36679.62691386965,LV_BEAR,-1.0,-1.0,0.9213953236618045
2007-08-03,34588.531577018046,36581.62331647931,LV_BEAR,-1.0,-1.0,0.9558554644156977
2007-08-06,35593.2280169029,36487.41131547292,LV_BEAR,-1.0,-1.0,0.9280906377995533
2007-08-07,35475.877933262534,36422.85089753091,LV_BEAR,-1.0,-1.0,0.9311505320558399
2007-08-08,36034.07071926028,36358.51597589472,LV_BEAR,-1.0,-1.0,0.9164994074057521
2007-08-09,34813.64834153791,36231.72546701799,LV_BEAR,-1.0,-1.0,0.9475399299901024
2007-08-10,34674.606425270336,36103.43877487686,LV_BEAR,-1.0,-1.0,0.9513243011744539
2007-08-13,34456.55133328702,36003.32084165807,LV_BEAR,-1.0,-1.0,0.9573068091070424
2007-08-14,33511.00434500548,35856.87594068877,HV_BEAR,-1.0,0.0,0.9835769532505197
2007-08-15,32974.30406481315,35653.73055150506,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-16,33255.499545135295,35374.31354714887,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-17,34422.12825922349,35215.25167276301,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-20,34351.26776222741,35077.90245974176,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-21,34646.21792123979,34971.51917942979,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-22,35465.844488603834,34917.28787248028,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-23,35062.1560623763,34868.80039803825,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-24,35592.01116930838,34847.813047806674,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-27,35179.91519964284,34813.935809654766,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-28,34566.66460759908,34771.40347122739,HV_BEAR,-1.0,0.0,0.9834294167075321
2007-08-29,35514.828672219075,34732.40284962709,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-30,35024.41673266513,34694.63213260294,HV_BEAR,1.0,0.0,0.9834294167075321
2007-08-31,35565.32105117254,34701.62897399404,HV_BEAR,1.0,0.0,0.9834294167075321
2007-09-04,36241.64557899821,34715.07510242332,HV_BEAR,1.0,0.0,0.9834294167075321
2007-09-05,35825.595413277,34698.5742378666,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-06,35897.737066611946,34661.83057923456,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-07,35153.102227637195,34654.279752341725,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-10,34913.922681821234,34667.787602331264,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-11,35417.10256586027,34702.618558356364,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-12,35326.292354461824,34780.6483553071,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-13,35831.27797012038,34933.877087826426,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-14,35739.44427806862,35196.98965505435,LV_BEAR,1.0,0.0,0.9834294167075321
2007-09-17,35253.07419139645,35286.42875850578,LV_BEAR,-1.0,-1.0,0.9834294167075321
2007-09-18,36300.08440179122,35399.07860459015,LV_BEAR,1.0,0.0,0.9540742185933124
2007-09-19,36312.77027331245,35503.03570220533,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-20,35948.7227309561,35555.537660560214,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-21,36085.65592570238,35601.196729650794,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-24,35837.31684988707,35623.07758150527,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-25,36016.975356698305,35657.39987257244,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-26,36221.05143504939,35717.84214916663,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-27,36251.31318833688,35756.36175407024,LV_BEAR,1.0,0.0,0.9539311074605235
2007-09-28,36056.66813823672,35811.066056632,HV_BULL,1.0,1.0,0.9539311074605235
2007-10-01,36547.883239997645,35862.09459013257,HV_BULL,1.0,1.0,0.9667838210734992
2007-10-02,36674.8259779863,35891.47050288843,HV_BULL,1.0,1.0,0.9701417771139162
2007-10-03,36425.91306213556,35916.43170166476,HV_BULL,1.0,1.0,0.9635574018076778
2007-10-04,36789.93977292088,35952.14737198238,HV_BULL,1.0,1.0,0.9731868277340663
2007-10-05,36820.51481482587,36018.86528801828,HV_BULL,1.0,1.0,0.9739956148161603
2007-10-08,36849.96117600535,36091.202798678736,HV_BULL,1.0,1.0,0.9747745454423437
2007-10-09,37005.84541675446,36180.907155267036,HV_BULL,1.0,1.0,0.9788980773286345
2007-10-10,37167.186010618505,36259.10964920914,HV_BULL,1.0,1.0,0.9831659435359842
2007-10-11,37267.99251769226,36354.639034364,LV_BULL,1.0,1.0,0.985832530256147
2007-10-12,37589.11272394995,36428.356431148066,LV_BULL,1.0,1.0,0.9943269707683668
2007-10-15,37495.19245014199,36530.16785527165,LV_BULL,1.0,1.0,0.9918425423107168
2007-10-16,37171.58481296445,36607.22355556924,LV_BULL,1.0,1.0,0.9832823029681361
2007-10-17,37259.94051307565,36674.96725416744,LV_BULL,1.0,1.0,0.9856195343970043
2007-10-18,37182.57785855843,36725.65863663261,LV_BULL,1.0,1.0,0.9835730967893483
2007-10-19,36514.30755471258,36759.11210689756,LV_BULL,-1.0,-1.0,0.9658956593952455
2007-10-22,36527.89475381601,36780.961587936516,LV_BULL,-1.0,-1.0,0.9652464749638087
2007-10-23,37287.15994331044,36849.93067832156,LV_BULL,1.0,1.0,0.9451829576803312
2007-10-24,37033.85469622635,36895.59884932046,LV_BULL,1.0,1.0,0.9384784309893582
2007-10-25,37188.92348076859,36938.06068657905,LV_BULL,1.0,1.0,0.9424080437938137
2007-10-26,37440.23418672392,37002.99624590151,LV_BULL,1.0,1.0,0.9487765322741615
2007-10-29,37874.11246011346,37064.06893693813,LV_BULL,1.0,1.0,0.9597714828292943
2007-10-30,37848.877720117576,37117.91313329923,LV_BULL,1.0,1.0,0.9591320068851341
2007-10-31,38286.85480971012,37210.80017773384,LV_BULL,1.0,1.0,0.9702308259311564
2007-11-01,37445.81417837621,37251.88390515727,HV_BULL,1.0,1.0,0.9489179353728593
2007-11-02,37313.89631251775,37271.08364909183,HV_BULL,1.0,1.0,0.9455749921986795
2007-11-05,36947.18152979375,37272.5574800027,HV_BULL,-1.0,0.0,0.936282038042695
2007-11-06,37248.38860692628,37284.310420440255,HV_BULL,-1.0,0.0,0.9361415957369886
2007-11-07,35621.12960690688,37229.944617826906,LV_BEAR,-1.0,-1.0,0.9361415957369886
2007-11-08,35682.224884987394,37090.857432252305,LV_BEAR,-1.0,-1.0,0.9343955591860014
2007-11-09,35160.34041011503,36991.545221659755,LV_BEAR,-1.0,-1.0,0.9480619305319773
2007-11-12,34847.31826162633,36863.65534943969,LV_BEAR,-1.0,-1.0,0.9565022464940518
2007-11-13,35964.430147191546,36770.51814572151,LV_BEAR,-1.0,-1.0,0.9258393409554933
2007-11-14,35887.36798975044,36706.510913068276,LV_BEAR,-1.0,-1.0,0.9278231671072181
2007-11-15,35478.59496837611,36629.1396718864,LV_BEAR,-1.0,-1.0,0.9383914840545029
2007-11-16,35734.69932141442,36560.07974813784,LV_BEAR,-1.0,-1.0,0.9316176491792871
2007-11-19,34804.7873351109,36490.11138749751,LV_BEAR,-1.0,-1.0,0.9558608199649601
2007-11-20,34746.70550585169,36359.17001144854,LV_BEAR,-1.0,-1.0,0.9574559495201624
2007-11-21,34416.949106220185,36240.669000518574,LV_BEAR,-1.0,-1.0,0.966542486563692
2007-11-23,34873.3053102332,36158.625859773165,LV_BEAR,-1.0,-1.0,0.9537264853886842
2007-11-26,34088.90035394105,36008.72928727758,LV_BEAR,-1.0,-1.0,0.9751786470186418
2007-11-27,34416.21597673867,35848.19183146241,LV_BEAR,-1.0,-1.0,0.9658151532457795
2007-11-28,35542.7683230696,35745.40015159075,LV_BEAR,-1.0,-1.0,0.9342009476705242
2007-11-29,35788.140385514496,35612.52621562287,LV_BEAR,1.0,0.0,0.9277516241067457
2007-11-30,35873.43711373378,35552.39844550948,LV_BEAR,1.0,0.0,0.9276124613631297
2007-12-03,35477.4167210563,35477.17617301115,LV_BEAR,1.0,0.0,0.9276124613631297
2007-12-04,35171.16711366046,35396.998959338314,LV_BEAR,-1.0,-1.0,0.9276124613631297
2007-12-05,35961.02903506385,35315.500033590804,LV_BEAR,1.0,0.0,0.9066413192739086
2007-12-06,36193.88705732903,35291.28488145062,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-07,35933.76443808741,35291.17021095945,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-10,36672.91060283159,35330.29658725337,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-11,35759.79155937444,35384.63929491784,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-12,35877.95134830444,35411.78700536314,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-13,35565.742644701386,35398.61841579903,LV_BEAR,1.0,0.0,0.9065053230760175
2007-12-14,34886.01198763479,35376.103238167176,LV_BEAR,-1.0,-1.0,0.9065053230760175
2007-12-17,34321.65410296713,35322.13788093356,LV_BEAR,-1.0,-1.0,0.9210340623717459
2007-12-18,34396.823888097155,35286.9800092833,LV_BEAR,-1.0,-1.0,0.9190168538666368
2007-12-19,34367.83800056268,35286.810577348195,LV_BEAR,-1.0,-1.0,0.919791300927654
2007-12-20,34410.961389451564,35285.55573190344,LV_BEAR,-1.0,-1.0,0.9186371835820746
2007-12-21,34804.632910894295,35263.16111609649,LV_BEAR,-1.0,-1.0,0.9081277039537177
2007-12-24,34962.18859696724,35312.42129301455,LV_BEAR,-1.0,-1.0,0.9040167373532486
2007-12-26,34957.68722548425,35369.5754105362,LV_BEAR,-1.0,-1.0,0.9041331292418849
2007-12-27,34309.67032383884,35352.6696674579,LV_BEAR,-1.0,-1.0,0.9208932067981362
2007-12-28,34411.65186633464,35300.755932696164,LV_BEAR,-1.0,-1.0,0.9181559578296458
2007-12-31,34240.20629424957,35213.46277073603,LV_BEAR,-1.0,-1.0,0.9227303901778767
2008-01-02,33757.67566141194,35131.41086017327,LV_BEAR,-1.0,-1.0,0.9357339823666839
2008-01-03,33724.675454044766,35050.95145722474,LV_BEAR,-1.0,-1.0,0.9366487199738679
2008-01-04,32620.37794540156,34871.40173493626,LV_BEAR,-1.0,-1.0,0.9673188104644477
2008-01-07,32697.198496739,34667.925634131214,LV_BEAR,-1.0,-1.0,0.9650407876756457
2008-01-08,31745.874299683877,34392.49651163207,LV_BEAR,-1.0,-1.0,0.9931186259819624
2008-01-09,31816.68171299576,34090.041459484484,LV_BEAR,-1.0,-1.0,0.9909035299240053
2008-01-10,31966.03749608675,33824.09655978915,LV_BEAR,-1.0,-1.0,0.9862519709080639
2008-01-11,31405.50888047593,33482.622310386134,LV_BEAR,-1.0,-1.0,1.0035460272002839
2008-01-14,31939.233166425016,33291.83024197965,LV_BEAR,-1.0,-1.0,0.9864911567053342
2008-01-15,30937.632093284443,33066.27167606082,LV_BEAR,-1.0,-1.0,1.017427109239048
2008-01-16,30842.637471159564,32869.163032124525,LV_BEAR,-1.0,-1.0,1.0205511396590348
2008-01-17,29918.467764170276,32632.354933904193,LV_BEAR,-1.0,-1.0,1.0511309643769502
2008-01-18,29860.414562516213,32342.598044501934,LV_BEAR,-1.0,-1.0,1.0531705580593809
2008-01-22,29477.963526960037,31994.029052312944,LV_BEAR,-1.0,-1.0,1.0666595258600056
2008-01-23,30208.258794175163,31771.42312154023,LV_BEAR,-1.0,-1.0,1.0402338060929988
2008-01-24,30475.753824422536,31656.45717072345,LV_BEAR,-1.0,-1.0,1.0310225047955257
2008-01-25,29955.545923518264,31495.68410550079,LV_BEAR,-1.0,-1.0,1.0486216118133456
2008-01-28,30944.682631987016,31370.17864088121,LV_BEAR,-1.0,-1.0,1.0139959657915212
2008-01-29,31153.246836011625,31299.321976676663,LV_BEAR,-1.0,-1.0,1.0071617298743343
2008-01-30,30723.561995424792,31200.100920058223,LV_BEAR,-1.0,-1.0,1.0210531271217622
2008-01-31,31660.986215355973,31126.161265049126,HV_BEAR,1.0,0.0,0.989899189588642
2008-02-01,31961.040860434543,31077.97195747129,HV_BEAR,1.0,0.0,0.9897507047102037
2008-02-04,31692.30150645837,31023.64450409891,HV_BEAR,1.0,0.0,0.9897507047102037
2008-02-05,30309.05011355116,30944.432294230362,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-06,30052.784972678677,30853.034912105406,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-07,30056.824553876984,30751.356207581837,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-08,30069.04649584287,30654.82843146536,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-11,30360.124982770885,30591.90509343193,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-12,30257.854534432023,30524.586540674165,HV_BEAR,-1.0,0.0,0.9897507047102037
2008-02-13,30407.77744872918,30479.690970371525,LV_BEAR,-1.0,-1.0,0.9897507047102037
2008-02-14,29645.72132881036,30437.80474943047,LV_BEAR,-1.0,-1.0,1.0144066061521528
2008-02-15,29414.962553602018,30407.507769034255,LV_BEAR,-1.0,-1.0,1.0223026267415198
2008-02-19,29111.41184572707,30392.194134273752,LV_BEAR,-1.0,-1.0,1.0328523830243748
2008-02-20,29364.007499419506,30419.38985915887,LV_BEAR,-1.0,-1.0,1.0238904671873685
2008-02-21,28847.08255225487,30385.289604774156,LV_BEAR,-1.0,-1.0,1.0419150684160554
2008-02-22,29087.651552652333,30343.559658817027,LV_BEAR,-1.0,-1.0,1.033226062654247
2008-02-25,29701.238328443524,30311.654734737727,LV_BEAR,-1.0,-1.0,1.011430771023368
2008-02-26,29642.473128385915,30254.259828405815,LV_BEAR,-1.0,-1.0,1.0134319310742166
2008-02-27,29182.796523361427,30174.88408123416,LV_BEAR,-1.0,-1.0,1.0291475883839807
2008-02-28,28997.936622456524,30077.008054593498,LV_BEAR,-1.0,-1.0,1.0356667758461173
2008-02-29,28317.637055301057,29924.5619847485,LV_BEAR,-1.0,-1.0,1.0599638032001182
2008-03-03,27968.211516396605,29736.08777474646,LV_BEAR,-1.0,-1.0,1.073043228663094
2008-03-04,27748.984287038955,29546.561975520457,LV_BEAR,-1.0,-1.0,1.081454216754445
2008-03-05,27788.42643265204,29333.66226302905,LV_BEAR,-1.0,-1.0,1.0799170478890954
2008-03-06,27085.911176058504,29227.897266641663,LV_BEAR,-1.0,-1.0,1.1072182771917414
2008-03-07,26649.141083485887,29039.71434426475,LV_BEAR,-1.0,-1.0,1.1250725714882752
2008-03-10,26058.00554494146,28844.812334160488,LV_BEAR,-1.0,-1.0,1.1500291124276159
2008-03-11,27149.88495280033,28614.754704616626,LV_BEAR,-1.0,-1.0,1.1018407311590546
2008-03-12,26882.74909994981,28431.67789750237,LV_BEAR,-1.0,-1.0,1.112682072252592
2008-03-13,26817.022401982595,28199.41364254818,LV_BEAR,-1.0,-1.0,1.115402512718877
2008-03-14,26223.072865744354,27980.885251743362,LV_BEAR,-1.0,-1.0,1.1401067022898774
