Date,Close,VWAP,signal,equity
2007-03-05,32943.18002765841,33673.44140222445,-1.0,1.120251374946667
2007-03-06,33631.93132888853,33733.01322229864,-1.0,1.0968299993675168
2007-03-07,33757.92160495292,33787.65998141217,-1.0,1.092721109126732
2007-03-08,33824.367328996705,33831.77964119695,-1.0,1.0905703059427112
2007-03-09,33833.840428750205,33874.382811321026,-1.0,1.0902648728448527
2007-03-12,33799.135934997976,33902.98019684105,-1.0,1.0913831937327105
2007-03-13,33155.68489852362,33904.40783477275,-1.0,1.1121604008349444
2007-03-14,33053.515481448,33888.10230974657,-1.0,1.1155875289487405
2007-03-15,33150.50655275308,33843.25218288644,-1.0,1.112313988207573
2007-03-16,32651.43730747819,33768.200579280994,-1.0,1.1290594850439513
2007-03-19,33226.99546272866,33716.27015840593,-1.0,1.1091571637997006
2007-03-20,33417.68848455377,33681.20331553706,-1.0,1.1027916008501046
2007-03-21,34377.765063594634,33663.24071815091,1.0,1.0711088473278632
2007-03-22,33827.87954264295,33646.05083505458,1.0,1.0536547183613016
2007-03-23,33652.164464283574,33600.598562299,1.0,1.0481816285932246
2007-03-26,33853.2779291153,33552.358725017904,1.0,1.054445815234862
2007-03-27,33734.5119761832,33538.098271261646,1.0,1.050746549765685
2007-03-28,33452.473449654324,33515.36994493727,-1.0,1.0419617477546037
2007-03-29,33620.47463720875,33479.84579944399,1.0,1.0364163380676659
2007-03-30,33689.507159922825,33497.86168224127,1.0,1.03823347456844
2007-04-02,33711.701350182906,33533.75866599292,1.0,1.0389174486960393
2007-04-03,33998.82767053798,33558.99947745148,1.0,1.0477660244798053
2007-04-04,33761.29787233888,33559.979912025825,1.0,1.040445899951799
2007-04-05,33659.29878067617,33551.57606957528,1.0,1.0373025214857055
2007-04-09,34114.31918218818,33551.62929017855,1.0,1.0513252084374258
2007-04-10,34349.11925549871,33565.002702087884,1.0,1.0585612090943934
2007-04-11,34157.51865862,33609.308165829796,1.0,1.0526565173907578
2007-04-12,34345.07896793385,33674.48712281443,1.0,1.0584366966823593
2007-04-13,34362.23057103821,33743.57773877992,1.0,1.0589652698194174
2007-04-16,34661.64599446748,33854.84449915342,1.0,1.0681925676225787
2007-04-17,34613.64208581697,33965.53856566673,1.0,1.066713197068581
2007-04-18,34805.396304020585,34034.466033731514,1.0,1.072622623029716
2007-04-19,34502.58247555822,34065.27696321186,1.0,1.0632905941644837
2007-04-20,34682.61004084979,34103.27614303031,1.0,1.0688386315324245
2007-04-23,34790.07442582907,34148.67932166125,1.0,1.072150437825101
2007-04-24,34804.25671433367,34192.75933693024,1.0,1.0725875034847905
2007-04-25,35223.86266382661,34254.55812156698,1.0,1.085518798110848
2007-04-26,35442.631316178165,34364.70834451758,1.0,1.0922607470796892
2007-04-27,35494.0009066035,34451.20401794717,1.0,1.0938438402398616
2007-04-30,35009.9755881248,34547.60827262914,1.0,1.0789272881574064
2007-05-01,34947.97326290726,34612.612043252164,1.0,1.0770165184558387
2007-05-02,35247.08110381818,34672.846022447906,1.0,1.0862343372700312
2007-05-03,35136.39603379651,34739.29149211345,1.0,1.0828232768384867
2007-05-04,35390.23862282625,34810.95314370447,1.0,1.0906461242298344
2007-05-07,35385.75538247046,34865.47551818994,1.0,1.0905079610269766
2007-05-08,34963.82125244556,34895.82191613981,1.0,1.0775049172075677
2007-05-09,35133.29577397327,34932.34280079896,1.0,1.0827277339291448
2007-05-10,34281.86162104716,34948.60390041414,-1.0,1.0564884827948835
2007-05-11,35120.3230941728,34968.094663095326,1.0,1.0303320734047536
2007-05-14,35220.15520016741,34995.871171399885,1.0,1.0329517686143166
2007-05-15,35497.25120071424,35040.20727526317,1.0,1.0410785585791558
2007-05-16,35628.01380958729,35072.02383760251,1.0,1.044913620274267
2007-05-17,35678.52240236051,35124.26687754394,1.0,1.0463949578759557
2007-05-18,36428.52319525974,35196.08113141988,1.0,1.0683913017615645
2007-05-21,36196.68829888667,35277.313340151784,1.0,1.0615919488094248
2007-05-22,36145.359512561845,35338.40310866813,1.0,1.0600865562206152
2007-05-23,36267.75056779635,35392.072666015614,1.0,1.0636760934117078
2007-05-24,35927.60784605454,35430.525610072094,1.0,1.0537002422546742
2007-05-25,35853.5553104843,35447.794060821085,1.0,1.051528397833407
2007-05-29,36140.97885428293,35488.12520032084,1.0,1.0599580784018439
2007-05-30,36439.08729161134,35584.90985007488,1.0,1.0687011300956017
2007-05-31,36618.81729193571,35683.59419833636,1.0,1.0739723283811569
2007-06-01,36817.74936014469,35766.03671680435,1.0,1.0798066931226726
2007-06-04,36864.67332382554,35837.81086353578,1.0,1.0811828991898822
2007-06-05,36968.357227388224,35909.84903989589,1.0,1.0842237850392835
2007-06-06,36617.36721346946,35987.83966606322,1.0,1.0739297998599784
2007-06-07,35728.24820890314,36038.8316368957,-1.0,1.0478533375884262
2007-06-08,36583.17246389498,36124.828213138055,1.0,1.0224653975496523
2007-06-11,36436.15891684243,36191.418756073625,1.0,1.0180497670193922
2007-06-12,36042.89647599701,36230.06221671868,-1.0,1.007061760923747
2007-06-13,36798.29140667346,36289.72164716108,1.0,0.9856534211020036
2007-06-14,37184.479204674055,36354.64564091381,1.0,0.9957018826366978
2007-06-15,37090.90553052944,36427.26447802197,1.0,0.9931962274412012
2007-06-18,36856.39394034613,36455.618227566076,1.0,0.9869166280803933
2007-06-19,37242.098033424656,36501.14525340458,1.0,0.9972447622867395
2007-06-20,36644.43909406455,36534.536319868916,1.0,0.9812410385873983
2007-06-21,36895.651566742265,36563.53550158771,1.0,0.987967843354791
2007-06-22,36007.35170285981,36575.87806094315,-1.0,0.9641815253605214
2007-06-25,36295.78672042246,36584.9982226542,-1.0,0.9561687449547702
2007-06-26,35977.44757118499,36569.0392850179,-1.0,0.9645550060693444
2007-06-27,35856.23769835892,36561.974047793854,-1.0,0.9678046415357874
2007-06-28,36051.52647530421,36529.97921941315,-1.0,0.9625335535215492
2007-06-29,36053.329378939074,36497.658433443605,-1.0,0.96248541810505
2007-07-02,36595.76202398437,36479.6703433176,1.0,0.9480045498980424
2007-07-03,36558.16640994276,36460.91882894806,1.0,0.9467462430534085
2007-07-05,36949.45217306096,36460.32207450084,1.0,0.9568793641196689
2007-07-06,37025.21967206363,36504.70677565111,1.0,0.9588415138134461
2007-07-09,37091.296958264735,36537.03070702999,1.0,0.9605527162233418
2007-07-10,36499.561680208455,36547.90767856251,-1.0,0.9452285573172325
2007-07-11,37184.39479471478,36600.88043318082,1.0,0.9272098766821331
2007-07-12,37957.37284604316,36666.35732213655,1.0,0.9462062746634967
2007-07-13,37956.92573524008,36697.960899255944,1.0,0.9461951290278634
2007-07-16,37630.115637297415,36721.23193833624,1.0,0.9380483648524028
2007-07-17,37637.86998691547,36762.01011300444,1.0,0.9382416662775119
2007-07-18,37617.43214245469,36785.472965750254,1.0,0.9377321890608502
2007-07-19,37789.913949851725,36841.656265497084,1.0,0.9420318377506143
2007-07-20,37507.026869442736,36896.7117439967,1.0,0.9349799922082502
2007-07-23,37772.03155540105,36990.1615145788,1.0,0.9415860631206403
2007-07-24,36774.98826629063,37041.27626591371,-1.0,0.9167316397100971
2007-07-25,36823.996975083886,37093.021429745764,-1.0,0.9152349248189418
2007-07-26,35576.42753391742,37044.844083246564,-1.0,0.946242398680755
2007-07-27,35321.77400518976,36971.75467281814,-1.0,0.9530155342246781
2007-07-30,35873.17051726633,36913.39879753592,-1.0,0.9381383244489443
2007-07-31,35253.73431288296,36830.08445181518,-1.0,0.954337529439859
2007-08-01,35589.78303940728,36730.84216624045,-1.0,0.9452405098561653
2007-08-02,35932.40166987721,36679.62691386965,-1.0,0.9361407913051131
2007-08-03,34588.531577018046,36581.62331647931,-1.0,0.9711524118390977
2007-08-06,35593.2280169029,36487.41131547292,-1.0,0.9429432533037687
2007-08-07,35475.877933262534,36422.85089753091,-1.0,0.9460521163040779
2007-08-08,36034.07071926028,36358.51597589472,-1.0,0.9311665236911972
2007-08-09,34813.64834153791,36231.72546701799,-1.0,0.962703800502148
2007-08-10,34674.606425270336,36103.43877487686,-1.0,0.9665487345322359
2007-08-13,34456.55133328702,36003.32084165807,-1.0,0.9726269829953875
2007-08-14,33511.00434500548,35856.87594068877,-1.0,0.9993175390407977
2007-08-15,32974.30406481315,35653.73055150506,-1.0,1.015322251931005
2007-08-16,33255.499545135295,35374.31354714887,-1.0,1.0066638727351218
2007-08-17,34422.12825922349,35215.25167276301,-1.0,0.9713493233994821
2007-08-20,34351.26776222741,35077.90245974176,-1.0,0.973348917825909
2007-08-21,34646.21792123979,34971.51917942979,-1.0,0.9649914557352971
2007-08-22,35465.844488603834,34917.28787248028,1.0,0.9421626252927375
2007-08-23,35062.1560623763,34868.80039803825,1.0,0.9311558515635586
2007-08-24,35592.01116930838,34847.813047806674,1.0,0.9452273673717398
2007-08-27,35179.91519964284,34813.935809654766,1.0,0.9342832151388546
2007-08-28,34566.66460759908,34771.40347122739,-1.0,0.9179969412360037
2007-08-29,35514.828672219075,34732.40284962709,1.0,0.8925408739870055
2007-08-30,35024.41673266513,34694.63213260294,1.0,0.8799483246567661
2007-08-31,35565.32105117254,34701.62897399404,1.0,0.8935379256629207
2007-09-04,36241.64557899821,34715.07510242332,1.0,0.9105298042065948
2007-09-05,35825.595413277,34698.5742378666,1.0,0.9000770206786366
2007-09-06,35897.737066611946,34661.83057923456,1.0,0.9018894970283384
2007-09-07,35153.102227637195,34654.279752341725,1.0,0.8831814002158143
2007-09-10,34913.922681821234,34667.787602331264,1.0,0.8771722882800077
2007-09-11,35417.10256586027,34702.618558356364,1.0,0.8898141061107151
2007-09-12,35326.292354461824,34780.6483553071,1.0,0.887532603637977
2007-09-13,35831.27797012038,34933.877087826426,1.0,0.9002197884058561
2007-09-14,35739.44427806862,35196.98965505435,1.0,0.8979125721548392
2007-09-17,35253.07419139645,35286.42875850578,-1.0,0.8856930812152174
2007-09-18,36300.08440179122,35399.07860459015,1.0,0.8591224418606559
2007-09-19,36312.77027331245,35503.03570220533,1.0,0.8591649445655001
2007-09-20,35948.7227309561,35555.537660560214,1.0,0.8505515315927731
2007-09-21,36085.65592570238,35601.196729650794,1.0,0.8537913890805898
2007-09-24,35837.31684988707,35623.07758150527,1.0,0.8479156537208145
2007-09-25,36016.975356698305,35657.39987257244,1.0,0.8521663977396103
2007-09-26,36221.05143504939,35717.84214916663,1.0,0.8569948647286055
2007-09-27,36251.31318833688,35756.36175407024,1.0,0.8577108618114502
2007-09-28,36056.66813823672,35811.066056632,1.0,0.8531055341974851
2007-10-01,36547.883239997645,35862.09459013257,1.0,0.8647277484350018
2007-10-02,36674.8259779863,35891.47050288843,1.0,0.8677312303953735
2007-10-03,36425.91306213556,35916.43170166476,1.0,0.8618419179045083
2007-10-04,36789.93977292088,35952.14737198238,1.0,0.8704548379995111
2007-10-05,36820.51481482587,36018.86528801828,1.0,0.871178247532457
2007-10-08,36849.96117600535,36091.202798678736,1.0,0.8718749523302459
2007-10-09,37005.84541675446,36180.907155267036,1.0,0.8755631940714792
2007-10-10,37167.186010618505,36259.10964920914,1.0,0.879380533848644
2007-10-11,37267.99251769226,36354.639034364,1.0,0.8817656291308268
2007-10-12,37589.11272394995,36428.356431148066,1.0,0.889363375657233
2007-10-15,37495.19245014199,36530.16785527165,1.0,0.887141209564356
2007-10-16,37171.58481296445,36607.22355556924,1.0,0.8794846100935921
2007-10-17,37259.94051307565,36674.96725416744,1.0,0.8815751176372668
2007-10-18,37182.57785855843,36725.65863663261,1.0,0.8797447070054297
2007-10-19,36514.30755471258,36759.11210689756,-1.0,0.863933343283052
2007-10-22,36527.89475381601,36780.961587936516,-1.0,0.8633526883532953
2007-10-23,37287.15994331044,36849.93067832156,1.0,0.8454071251901016
2007-10-24,37033.85469622635,36895.59884932046,1.0,0.8394103447895258
2007-10-25,37188.92348076859,36938.06068657905,1.0,0.8429251380230792
2007-10-26,37440.23418672392,37002.99624590151,1.0,0.8486213532311807
2007-10-29,37874.11246011346,37064.06893693813,1.0,0.8584556498241223
2007-10-30,37848.877720117576,37117.91313329923,1.0,0.8578836785299007
2007-10-31,38286.85480971012,37210.80017773384,1.0,0.8678108790009403
2007-11-01,37445.81417837621,37251.88390515727,1.0,0.848747829471777
2007-11-02,37313.89631251775,37271.08364909183,1.0,0.8457577755826409
2007-11-05,36947.18152979375,37272.5574800027,-1.0,0.837445808472257
2007-11-06,37248.38860692628,37284.310420440255,-1.0,0.8303674070329478
2007-11-07,35621.12960690688,37229.944617826906,-1.0,0.8666434148537501
2007-11-08,35682.224884987394,37090.857432252305,-1.0,0.86515699875714
2007-11-09,35160.34041011503,36991.545221659755,-1.0,0.8778106941876761
2007-11-12,34847.31826162633,36863.65534943969,-1.0,0.8856255840964763
2007-11-13,35964.430147191546,36770.51814572151,-1.0,0.8572347949193284
2007-11-14,35887.36798975044,36706.510913068276,-1.0,0.8590716198727533
2007-11-15,35478.59496837611,36629.1396718864,-1.0,0.8688568262365252
2007-11-16,35734.69932141442,36560.07974813784,-1.0,0.8625849314344742
2007-11-19,34804.7873351109,36490.11138749751,-1.0,0.885031687169873
2007-11-20,34746.70550585169,36359.17001144854,-1.0,0.8865086178819687
2007-11-21,34416.949106220185,36240.669000518574,-1.0,0.8949218439941775
2007-11-23,34873.3053102332,36158.625859773165,-1.0,0.8830555064419133
2007-11-26,34088.90035394105,36008.72928727758,-1.0,0.9029180663504763
2007-11-27,34416.21597673867,35848.19183146241,-1.0,0.8942484059579678
2007-11-28,35542.7683230696,35745.40015159075,-1.0,0.8649768079236128
2007-11-29,35788.140385514496,35612.52621562287,1.0,0.8590053781970919
2007-11-30,35873.43711373378,35552.39844550948,1.0,0.8607950125863896
2007-12-03,35477.4167210563,35477.17617301115,1.0,0.8512923720164741
2007-12-04,35171.16711366046,35396.998959338314,-1.0,0.8439438111908943
2007-12-05,35961.02903506385,35315.500033590804,1.0,0.8247376294703349
2007-12-06,36193.88705732903,35291.28488145062,1.0,0.8298306219137839
2007-12-07,35933.76443808741,35291.17021095945,1.0,0.8238666945092138
2007-12-10,36672.91060283159,35330.29658725337,1.0,0.8408133717368714
2007-12-11,35759.79155937444,35384.63929491784,1.0,0.819877954037381
2007-12-12,35877.95134830444,35411.78700536314,1.0,0.8225870471772716
2007-12-13,35565.742644701386,35398.61841579903,1.0,0.8154289228711573
2007-12-14,34886.01198763479,35376.103238167176,-1.0,0.7998444869415762
2007-12-17,34321.65410296713,35322.13788093356,-1.0,0.8125437753429722
2007-12-18,34396.823888097155,35286.9800092833,-1.0,0.8107641775177034
2007-12-19,34367.83800056268,35286.810577348195,-1.0,0.8114474010427288
2007-12-20,34410.961389451564,35285.55573190344,-1.0,0.8104292292904799
2007-12-21,34804.632910894295,35263.16111609649,-1.0,0.801157680492246
2007-12-24,34962.18859696724,35312.42129301455,-1.0,0.7975309521677231
2007-12-26,34957.68722548425,35369.5754105362,-1.0,0.7976336340428845
2007-12-27,34309.67032383884,35352.6696674579,-1.0,0.812419511405041
2007-12-28,34411.65186633464,35300.755932696164,-1.0,0.8100046879997225
2007-12-31,34240.20629424957,35213.46277073603,-1.0,0.8140402895937734
2008-01-02,33757.67566141194,35131.41086017327,-1.0,0.8255121648715512
2008-01-03,33724.675454044766,35050.95145722474,-1.0,0.8263191538626808
2008-01-04,32620.37794540156,34871.40173493626,-1.0,0.8533765582904314
2008-01-07,32697.198496739,34667.925634131214,-1.0,0.8513668679730462
2008-01-08,31745.874299683877,34392.49651163207,-1.0,0.8761373663432528
2008-01-09,31816.68171299576,34090.041459484484,-1.0,0.874183190501976
2008-01-10,31966.03749608675,33824.09655978915,-1.0,0.8700795471314899
2008-01-11,31405.50888047593,33482.622310386134,-1.0,0.8853365048975129
2008-01-14,31939.233166425016,33291.83024197965,-1.0,0.8702905587961638
2008-01-15,30937.632093284443,33066.27167606082,-1.0,0.8975825088906536
2008-01-16,30842.637471159564,32869.163032124525,-1.0,0.900338554052768
2008-01-17,29918.467764170276,32632.354933904193,-1.0,0.9273163252783369
2008-01-18,29860.414562516213,32342.598044501934,-1.0,0.9291156714899419
2008-01-22,29477.963526960037,31994.029052312944,-1.0,0.9410157490983373
2008-01-23,30208.258794175163,31771.42312154023,-1.0,0.9177027632025208
2008-01-24,30475.753824422536,31656.45717072345,-1.0,0.9095764779348545
2008-01-25,29955.545923518264,31495.68410550079,-1.0,0.9251025539434881
2008-01-28,30944.682631987016,31370.17864088121,-1.0,0.8945555261063061
2008-01-29,31153.246836011625,31299.321976676663,-1.0,0.8885263073394825
2008-01-30,30723.561995424792,31200.100920058223,-1.0,0.900781411493989
2008-01-31,31660.986215355973,31126.161265049126,1.0,0.8732971532519269
2008-02-01,31961.040860434543,31077.97195747129,1.0,0.881311497179873
2008-02-04,31692.30150645837,31023.64450409891,1.0,0.8739011289306623
2008-02-05,30309.05011355116,30944.432294230362,-1.0,0.8357585865340432
2008-02-06,30052.784972678677,30853.034912105406,-1.0,0.8425742563249136
2008-02-07,30056.824553876984,30751.356207581837,-1.0,0.8424610006939588
2008-02-08,30069.04649584287,30654.82843146536,-1.0,0.842118432587985
2008-02-11,30360.124982770885,30591.90509343193,-1.0,0.8339664428264942
2008-02-12,30257.854534432023,30524.586540674165,-1.0,0.836775723817789
2008-02-13,30407.77744872918,30479.690970371525,-1.0,0.8326296316027869
2008-02-14,29645.72132881036,30437.80474943047,-1.0,0.8534963492528522
2008-02-15,29414.962553602018,30407.507769034255,-1.0,0.8601398635061882
2008-02-19,29111.41184572707,30392.194134273752,-1.0,0.8690161646050923
2008-02-20,29364.007499419506,30419.38985915887,-1.0,0.861475832747229
2008-02-21,28847.08255225487,30385.289604774156,-1.0,0.8766412814461261
2008-02-22,29087.651552652333,30343.559658817027,-1.0,0.8693305693003615
2008-02-25,29701.238328443524,30311.654734737727,-1.0,0.8509925559977684
2008-02-26,29642.473128385915,30254.259828405815,-1.0,0.8526762820177994
2008-02-27,29182.796523361427,30174.88408123416,-1.0,0.8658990430473945
2008-02-28,28997.936622456524,30077.008054593498,-1.0,0.8713841243405205
2008-02-29,28317.637055301057,29924.5619847485,-1.0,0.8918270355149632
2008-03-03,27968.211516396605,29736.08777474646,-1.0,0.9028317369978519
2008-03-04,27748.984287038955,29546.561975520457,-1.0,0.9099085320286017
2008-03-05,27788.42643265204,29333.66226302905,-1.0,0.9086151965881538
2008-03-06,27085.911176058504,29227.897266641663,-1.0,0.9315857681504888
2008-03-07,26649.141083485887,29039.71434426475,-1.0,0.9466079248558563
2008-03-10,26058.00554494146,28844.812334160488,-1.0,0.9676057342673141
2008-03-11,27149.88495280033,28614.754704616626,-1.0,0.9270612354049391
2008-03-12,26882.74909994981,28431.67789750237,-1.0,0.9361828686713448
2008-03-13,26817.022401982595,28199.41364254818,-1.0,0.9384717792445332
2008-03-14,26223.072865744354,27980.885251743362,-1.0,0.9592572665256922
2008-03-17,26058.523664186647,27793.578465162034,-1.0,0.9652765846316731
2008-03-18,27384.75100197392,27681.657113919875,-1.0,0.9161496190536554
2008-03-19,26466.1678765154,27565.221313265407,-1.0,0.9468805751392987
2008-03-20,27229.673910593345,27483.460139593848,-1.0,0.9195646057083199
2008-03-24,27778.32447287304,27451.250015738235,1.0,0.901036303106132
2008-03-25,27827.42291807342,27366.99262193954,1.0,0.9023585822072572
2008-03-26,27602.30412066827,27258.96096226382,1.0,0.8950586651630964
2008-03-27,27380.648118420955,27192.29308899398,1.0,0.8878710360206324
2008-03-28,27297.952564853334,27131.364418587815,1.0,0.8851894710517234
2008-03-31,27592.404280573603,27093.94971054676,1.0,0.8947376434968717
2008-04-01,28621.999495657124,27105.76824357325,1.0,0.9281242808892525
2008-04-02,28090.68214502419,27143.277295777007,1.0,0.9108952772322928
2008-04-03,28278.65137330172,27158.73544576447,1.0,0.916990546881461
2008-04-04,28350.49181068118,27196.2675585482,1.0,0.9193201134895413
2008-04-07,28336.150688854214,27258.41839863413,1.0,0.9188550745818013
2008-04-08,28016.274782305263,27331.30038061601,1.0,0.9084824730525269
2008-04-09,27799.370949065997,27394.156946444895,1.0,0.9014489422791838
2008-04-10,27760.291898264342,27429.417316096395,1.0,0.9001817276693651
2008-04-11,26990.852444883512,27459.177146708796,-1.0,0.8752311493750269
2008-04-14,26942.32854641709,27526.298393219236,-1.0,0.8765420622873474
2008-04-15,27184.318688349667,27606.52528510619,-1.0,0.8686691519077806
2008-04-16,28086.72104253512,27659.014232684032,1.0,0.8398330756140675
2008-04-17,28116.44610601115,27741.299472489347,1.0,0.8404699475458138
2008-04-18,28795.291182384623,27840.72698559428,1.0,0.860762301834835
2008-04-21,28575.306998975757,27887.168889623583,1.0,0.8541864318122353
2008-04-22,28432.89753261572,27914.80274084156,1.0,0.8499294614870967
2008-04-23,28541.785553248097,27956.736215831093,1.0,0.8531843930899102
2008-04-24,28669.706689375576,28018.94610524158,1.0,0.8570082714764492
2008-04-25,28819.05605460742,28102.99018176638,1.0,0.8614726925021053
2008-04-28,28831.601093814585,28173.07859016327,1.0,0.8618476946771545
2008-04-29,28487.570987956205,28182.891280010725,1.0,0.8515637859664034
2008-04-30,28407.98524612433,28190.70308493098,1.0,0.8491847717762518
2008-05-01,29063.557401084912,28224.464619163373,1.0,0.868781441021531
2008-05-02,29322.609821147635,28279.359771371637,1.0,0.8765251570331782
2008-05-05,29217.732356713568,28311.150039462267,1.0,0.8733901108506241
2008-05-06,29733.822017109807,28393.54009536281,1.0,0.8888173041796354
2008-05-07,29144.00059950528,28464.814141092098,1.0,0.871186086704768
2008-05-08,29071.23022804928,28518.319367710286,1.0,0.869010800751134
2008-05-09,28896.08160179919,28591.852085068822,1.0,0.8637751761575385
2008-05-12,29299.349904201637,28708.27460522955,1.0,0.8758298607250383
2008-05-13,29116.37325124504,28808.011546520906,1.0,0.8703602370986135
2008-05-14,29241.96809990776,28880.069764667274,1.0,0.8741145770130387
2008-05-15,29458.17648781733,28929.492602269416,1.0,0.8805775791919119
2008-05-16,29650.276389718143,28985.76332313136,1.0,0.8863199192396327
2008-05-19,29372.793223397817,29021.730980377488,1.0,0.8780252627470317
2008-05-20,29200.128045589863,29057.323387850185,1.0,0.8728638745549369
2008-05-21,28818.69914878347,29083.553388149758,-1.0,0.861462023706412
2008-05-22,28931.96516902257,29098.086093204336,-1.0,0.8578177842861339
2008-05-23,28452.64941359049,29097.71620387762,-1.0,0.8720292482117995
2008-05-27,28923.98180803988,29094.01027648187,-1.0,0.8575836467630555
2008-05-28,28757.617534045705,29106.526426494518,-1.0,0.8625162760853212
2008-05-29,28845.305485977497,29118.866592306204,-1.0,0.8598862847215297
2008-05-30,28937.36743193049,29119.453218594597,-1.0,0.8571418934475931
2008-06-02,28761.634226440696,29097.427966408934,-1.0,0.8623472146589803
2008-06-03,28761.913440390148,29071.75934363737,-1.0,0.8623388431120194
2008-06-04,28862.40807053589,29025.055595286085,-1.0,0.8593258160657327
2008-06-05,29269.91242015716,29016.890285281068,1.0,0.8471931136615243
2008-06-06,28230.7294805989,28986.302275249032,-1.0,0.8168606754240654
2008-06-09,28212.87925877703,28934.656459177542,-1.0,0.8171321162465132
2008-06-10,28215.588201784278,28878.01328351321,-1.0,0.8170536568906991
2008-06-11,27750.07661811582,28809.814002931587,-1.0,0.8305337211389162
2008-06-12,27760.978447222133,28724.596724487175,-1.0,0.8302074396363646
2008-06-13,28261.986364857665,28667.516774012824,-1.0,0.8152245203084847
2008-06-16,28022.28283052668,28591.189663450306,-1.0,0.8221388325676615
2008-06-17,27879.202723177143,28533.95217793344,-1.0,0.8263366244867361
2008-06-18,27530.687177081018,28456.251007481365,-1.0,0.836666588467478
2008-06-19,27610.80631637133,28384.74919704811,-1.0,0.8342317416178584
2008-06-20,26760.700004104838,28304.601153210195,-1.0,0.8599168180084712
2008-06-23,26652.55175557344,28216.45262113113,-1.0,0.8633920072873781
2008-06-24,26640.86199316057,28100.38028535024,-1.0,0.8637706895061359
2008-06-25,27073.739893202903,28016.458727060668,-1.0,0.8497355865020543
2008-06-26,25936.68356827439,27887.092738268733,-1.0,0.8854232021384728
2008-06-27,25925.738748208227,27720.653175373478,-1.0,0.8857968350127107
2008-06-30,25813.254539529767,27594.545476949468,-1.0,0.8896400487781495
2008-07-01,26083.00086369962,27435.85749470368,-1.0,0.8803433855997541
2008-07-02,25391.686309007036,27280.29722525693,-1.0,0.9036763678272497
2008-07-03,25324.438331547663,27119.960804691615,-1.0,0.9060696869347191
2008-07-07,25022.352469901147,26946.25563783996,-1.0,0.9168778572288059
2008-07-08,25503.552624407064,26798.563185916464,-1.0,0.8992455515895872
2008-07-09,24766.74078112572,26641.055973095343,-1.0,0.9252252565423467
2008-07-10,24975.669776848543,26461.34058476191,-1.0,0.9174201769246807
2008-07-11,24665.066257073435,26248.548914878356,-1.0,0.9288294379619823
2008-07-14,24413.432836015083,26079.467762475455,-1.0,0.9383053715199169
2008-07-15,23941.601657122315,25858.27200118826,-1.0,0.9564397212682466
